running_number,created_at,updated_at,district,subdistrict,province,days_waiting,hours_waiting,location_name,location_other,status_text
HDY68-1124-0851,2025-11-24 14:29:39,2025-11-24 14:29:39,หาดใหญ่,หาดใหญ่,สงขลา,1.44,34.6,,แม่อยู่คนเดียว อายุ 57 ปี ชั้น 1 จมมิดแล้วน้ำกำลังจะขึ้นถึงชั้น 2 แบตโทรศัพท์เหลือ15% ในการติดต่อ,รอการช่วยเหลือ
HDY68-1124-0852,2025-11-24 14:29:43,2025-11-24 14:29:43,หาดใหญ่,คอหงส์,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0853,2025-11-24 14:29:47,2025-11-24 14:29:47,หาดใหญ่,บ้านพรุ,สงขลา,1.44,34.6,,ผู้สูงอายุ 83 ปี เป็นเบอร์โทรลูกชาย เบอร์โทรคุนยาย ติดต่อไม่ได้,รอการช่วยเหลือ
HDY68-1124-0854,2025-11-24 14:29:47,2025-11-24 14:29:47,หาดใหญ่,คอหงส์,สงขลา,1.44,34.6,,ในหมู่บ้านมีคนติดอยู่หลายหลัง ผู้ใหญ่ เด็กเล็ก สัตว์เลี้ยง  รอการอพยบ ตอนนี้น่าจะเข้าช่วยเหลือได้อยู่ ระดับน้ำยังไม่เยอะ รถยกสูงกับเรือเข้าได้,รอการช่วยเหลือ
HDY68-1124-0855,2025-11-24 14:29:50,2025-11-24 14:29:50,หาดใหญ่,คลองแห,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0856,2025-11-24 14:30:03,2025-11-24 14:30:03,หาดใหญ่,คลองแห,สงขลา,1.44,34.6,,"1. ชื่อ:  นาย นิวัตน์ ขาวตระกูล
และ นาง สุชาดา ขุนจางวาง 
และ นาง สุชีรา ขุนจางวาง และเด็ก 3 ขวบ 

2. เบอร์โทรศัพท์ผู้ประสบภัย: 
06-3259-3326 (สุชาดา)
081-766-4487 (นิวัตน์)

อพยพย้ายออกจากบ้าน ญาติติดต่อไม่ได้เลย ไฟดับ ท่วมมิด ชั้น1 กำลังขึ้นมาถึงชั้น 2 ซึ่งมีรวดเหล็กดัดปิดกั้นไว้",รอการช่วยเหลือ
HDY68-1124-0857,2025-11-24 14:30:10,2025-11-24 14:30:10,หาดใหญ่,หาดใหญ่,สงขลา,1.44,34.6,,มีผู้ป่วยโรคความดันโลหิตสูงและเบาหวาน,รอการช่วยเหลือ
HDY68-1124-0858,2025-11-24 14:30:24,2025-11-24 14:30:24,หาดใหญ่,ควนลัง,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0859,2025-11-24 14:30:24,2025-11-24 14:30:24,หาดใหญ่,คอหงส์,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0860,2025-11-24 14:30:24,2025-11-24 14:30:24,บางกล่ำ,ท่าช้าง,สงขลา,1.44,34.6,,"พี่สาวชื่อแป้ง  เป็นโรคหลอดเลือดสมองตีบ, หัวใจเต้นผิดจังหวะ, โรคพุ่มพวง, ‼️ตอนเช้าได้รับข้อความว่าหอบหืดกำเริบ หายใจไม่ออก‼️ และเพิ่งผ่าตัดกระดูกสันหลังมา เดินไม่สะดวกต้องใช้ไม้เท้า อาศัยอยู่กับลูกสาว 2 คน (12 ปี และ 8 ปี) ที่บ้านทาวน์เฮาส์ เลขที่ 5 (หลังร้านอาอี๋เนื้อย่างเกาหลีเขต 8 ) ซ.ราษฎร์อุทิศ 19 ‼️ต้องการออกจากพื้นที่และไป รพ ด่วน‼️ตั้งแต่วันแรกจนถึงตอนนี้ยังไม่ได้รับอาหารและน้ำดื่มจากหน่วยงานไหนเลยค่ะ",รอการช่วยเหลือ
HDY68-1124-0861,2025-11-24 14:30:30,2025-11-24 14:30:30,หาดใหญ่,คลองแห,สงขลา,1.44,34.6,,ผู้สูงอายุ ป่วย ขอความช่วยเหลือ ด่วน ด้วยค่ะ จะเป็นพระคุณอย่างสูง,รอการช่วยเหลือ
HDY68-1124-0862,2025-11-24 14:31:05,2025-11-24 14:31:05,หาดใหญ่,คลองแห,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0863,2025-11-24 14:31:39,2025-11-24 14:31:39,หาดใหญ่,คอหงส์,สงขลา,1.44,34.6,,ต้องการอพยพ เพราะน้ำใกล้ถีงชั้น 2 แล้ว ไม่สามารถติดต่อญาติได้  ไม่มีสัญญาน,รอการช่วยเหลือ
HDY68-1124-0864,2025-11-24 14:31:40,2025-11-24 14:31:40,หาดใหญ่,หาดใหญ่,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0865,2025-11-24 14:31:56,2025-11-24 14:31:56,หาดใหญ่,ควนลัง,สงขลา,1.44,34.6,,ผู้ใหญ่6 หมา5 อยู่ใต้คลังคา,รอการช่วยเหลือ
HDY68-1124-0866,2025-11-24 14:32:02,2025-11-24 14:32:02,หาดใหญ่,คอหงส์,สงขลา,1.44,34.6,,ขอความช่วยเหลืออพยพคนมีทั้งหมด 6 คน ผู้สูงอายุ 1 คน มีโรคประจำตัว ผู้ใหญ่ 4 คน เด็กเล็ก 1 คน,รอการช่วยเหลือ
HDY68-1124-0867,2025-11-24 14:32:06,2025-11-24 14:32:06,หาดใหญ่,หาดใหญ่,สงขลา,1.44,34.6,,ได้โปรดช่วยด้วยค่ะ ไม่มีอาหารแล้ว มีคนแก่อายุ60 และ ผูหญิงอายุ 47 กับเด็ก อายุ 11 ติดต่อไม่ได้2-3วัน   อยากให้ได้รับการช่วยเหลือโดยด่วนเลยค่ะ,รอการช่วยเหลือ
HDY68-1124-0868,2025-11-24 14:32:11,2025-11-24 14:32:11,หาดใหญ่,หาดใหญ่,สงขลา,1.44,34.6,,หรือจะส่ง อาหาร ปลาป๋อง อะไรก็ครับ ที่หอขาดอาหาร,รอการช่วยเหลือ
HDY68-1124-0869,2025-11-24 14:32:13,2025-11-24 14:32:13,หาดใหญ่,หาดใหญ่,สงขลา,1.44,34.6,,,รอการช่วยเหลือ
HDY68-1124-0870,2025-11-24 14:32:18,2025-11-24 14:32:18,หาดใหญ่,บ้านพรุ,สงขลา,1.44,34.6,,"ติดบนหลังคา ตั้งแต่ช่วงเช้า
มีผู้ใหญ่ 3 คนเด็กอายุ 1 ขวบ  1 คน **น้ำขึ้นต่อเนื่อง",รอการช่วยเหลือ
HDY68-1124-0871,2025-11-24 14:32:23,2025-11-24 14:32:23,หาดใหญ่,ควนลัง,สงขลา,1.44,34.6,,ฝากรบกวนช่วยพวกเราด้วยนะคะตอนนี้น้ำถึงฝากรบกวนช่วยพวกเราด้วยนะคะตอนนี้น้ำถึงชั้นสองแล้วมี ผู้ใหญ่4คนเด็ก4คนและสัตว์เลี้ยงค่ะ,รอการช่วยเหลือ
HDY68-1124-0872,2025-11-24 14:33:05,2025-11-24 14:33:05,หาดใหญ่,บ้านพรุ,สงขลา,1.44,34.6,,"ติดอยู่ 4 คน และสุนัข 2 ตัวค่ะ
กระแสน้ำค่อนข้างแรง และน้ำสูง
เจ็ทสกีน่าจะเหมาะกับการเข้าช่วยเหลือค่ะ",รอการช่วยเหลือ
HDY68-1124-0874,2025-11-24 14:33:24,2025-11-24 14:33:24,หาดใหญ่,คอหงส์,สงขลา,1.44,34.6,,น้ำขึ้นชั้น 2 ต้องการอพยพค่ะ พรุ่งนี้เช้าก็ได้ค่ะ ขอบคุณนะคะ,รอการช่วยเหลือ
HDY68-1124-0875,2025-11-24 19:13:18,2025-11-24 19:13:18,หาดใหญ่,คอหงส์,สงขลา,1.25,29.9,,น้ำกำลังท่วมชั้น 2,รอการช่วยเหลือ
HDY68-1124-0876,2025-11-24 19:15:28,2025-11-24 19:15:28,นาหม่อม,นาหม่อม,สงขลา,1.24,29.9,,,รอการช่วยเหลือ
HDY68-1124-0877,2025-11-24 19:16:07,2025-11-24 19:16:07,หาดใหญ่,คอหงส์,สงขลา,1.24,29.9,,,รอการช่วยเหลือ
HDY68-1124-0878,2025-11-24 19:16:48,2025-11-24 19:16:48,หาดใหญ่,หาดใหญ่,สงขลา,1.24,29.8,,มีคนเป็นโรคภูมิเเพ้ตนเอง​ 1​ คน​ ผู้สูงอายุ​ สองคน​ รบกวนด้วยนะครับ​ น้ำถึงชั้นสองเเล้ว,รอการช่วยเหลือ
HDY68-1124-0879,2025-11-24 19:17:37,2025-11-24 19:17:37,หาดใหญ่,คอหงส์,สงขลา,1.24,29.8,,,รอการช่วยเหลือ
HDY68-1124-0880,2025-11-24 19:17:44,2025-11-24 19:17:44,หาดใหญ่,หาดใหญ่,สงขลา,1.24,29.8,,"ผู้ใหญ่-สูงอายุ 2 คน ชาย1 หญิง 1 ติดอยู่ข้างบนตู้คอนเทนเนอร์ใต้หลังคาเขียว น้ำกำลังจะขึ้นมิด มีต้นไม้บัง-ข้างหน้า

ต้นไม้สูงเยอะ ที่ร้านการะบุหนิงสปา ร้านอยู่ข้างคลองเตย เยื้องห้างไดอาน่า ถ.ศรีภูวนารถ ซอย 6 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา

ติดต่อ ภากร นลินรชตกัญจน์ (บุตร) 0836581812
ผู้ประสบภัย รัศมี 0818980018 มารดา
อัมรินทร์ 0819590559 บิดา",รอการช่วยเหลือ
